site,date,flue,is_flue_drought,cluster,NR_B1,NR_B2,NR_B3,NR_B4,NR_B5,NR_B6,NR_B7,LST,t2m_era5,ssrd_era5,pcwd_era5,vegtype
IT-MBo,2007-07-18,0.9556652784902182,FALSE,cNA,0.0655,0.3858,0.0384,NA,0.3822,NA,0.1018,299.519989,297.199615478516,28623538,21.9753997122596,GRA
IT-MBo,2007-07-19,0.9576920696088296,FALSE,cNA,0.0674,NA,0.0391,NA,0.3859,0.2395,NA,302.31999205,297.563690185547,26175106,25.2251492411395,GRA
IT-MBo,2007-07-20,0.96305841431797,FALSE,cNA,0.0694,0.3842,0.0391,0.0792,0.3882,0.2401,0.1067,300.38999939999997,297.634948730469,24482846,0,GRA
IT-MBo,2007-07-21,0.9716319836670788,FALSE,cNA,0.0694,0.3837,NA,NA,NA,0.24,NA,NA,297.071746826172,25798484,0,GRA
IT-MBo,2007-07-22,0.9967086427550828,FALSE,cNA,0.0714,NA,NA,0.0798,0.3883,0.2399,NA,NA,294.559265136719,24570054,0,GRA
IT-MBo,2007-07-23,1.002160693088601,FALSE,cNA,0.0726,0.3773,0.0391,0.0801,0.3862,NA,0.1099,NA,294.432678222656,25191026,0,GRA
IT-MBo,2007-07-24,1.0080577260152586,FALSE,cNA,0.0748,0.3712,0.0399,NA,0.396,NA,NA,296.13532511333335,292.526916503906,23053356,0,GRA
IT-MBo,2007-07-25,1.0314911911157874,FALSE,cNA,NA,0.3694,0.0399,NA,NA,NA,0.1144,NA,293.262573242188,26423566,3.92538491211153,GRA
IT-MBo,2007-07-26,1.007053056010531,FALSE,cNA,0.0769,0.3554,0.0404,0.081,0.3905,0.2566,0.1172,296.21865945999997,293.467437744141,18410720,7.94702890991738,GRA
IT-MBo,2007-07-27,0.9830487681719028,FALSE,cNA,NA,0.348,0.0404,0.0791,NA,0.2583,0.1166,299.6199951,294.743011474609,22952970,10.339979714526,GRA
IT-MBo,2007-07-28,0.9726405389361598,FALSE,cNA,0.0759,0.3401,0.0399,0.0786,0.3773,NA,0.1181,298.72999575,294.523590087891,19687282,10.2155241560944,GRA
IT-MBo,2007-07-29,0.9861730735861892,FALSE,cNA,0.0757,0.3366,0.0398,0.0784,0.3729,0.261,NA,294.05732625999997,292.867462158203,18555750,4.73146410860452,GRA
IT-MBo,2007-07-30,1.0180469835666477,FALSE,cNA,0.0757,0.3327,0.0393,NA,0.3681,0.2633,0.1188,297.8999939,291.384796142578,21600612,0,GRA
IT-MBo,2007-07-31,1.0949476212977394,FALSE,cNA,0.0756,0.332,0.0393,NA,0.367,0.2628,0.1185,296.33998110000005,288.590515136719,17598916,4.0471438718333,GRA
IT-MBo,2007-08-01,1.0585719317891655,FALSE,cNA,NA,0.3288,0.0394,0.0777,0.3637,0.2667,0.1193,294.6499939,289.709106445312,16942202,6.88324889688272,GRA
IT-MBo,2007-08-02,1.0248303945685526,FALSE,cNA,0.0758,0.3279,0.0394,0.0775,0.3622,0.2661,0.119,299.1199951,290.404876708984,24427722,0,GRA
IT-MBo,2007-08-03,1.0263708785908894,FALSE,cNA,0.0759,0.3267,NA,0.0772,NA,0.2668,0.1193,290.72000125,290.666656494141,17337916,0,GRA
IT-MBo,2007-08-04,1.0364702920478477,FALSE,cNA,0.0758,0.3266,0.0407,0.0774,0.3634,0.2652,NA,NA,292.511383056641,22920078,2.51456837055301,GRA
IT-MBo,2007-08-05,1.016128269796683,FALSE,cNA,NA,0.3193,0.0422,NA,0.3473,NA,0.1178,NA,292.029083251953,17756182,5.35153081411551,GRA
IT-MBo,2007-08-06,1.0028168480596122,FALSE,cNA,0.0766,0.319,0.0421,0.0768,0.3468,0.2617,NA,NA,292.935791015625,19252756,8.09532098244959,GRA
IT-MBo,2007-08-07,0.9894927131071388,FALSE,cNA,0.0764,0.3187,0.042,NA,0.3458,0.261,NA,NA,293.204528808594,16871268,0,GRA
IT-MBo,2007-08-08,0.9949824312040556,FALSE,cNA,0.0764,0.3175,0.0424,0.0767,NA,0.2602,0.1156,287.57132670333334,289.947387695312,10466234,0,GRA
IT-MBo,2007-08-09,1.001416516735154,FALSE,cNA,0.0763,0.3137,NA,NA,0.3361,0.2574,0.1146,284.1873290933334,288.776031494141,16270068,0,GRA
IT-MBo,2007-08-10,1.0073506139311037,FALSE,cNA,0.0754,0.3176,0.0423,0.0766,0.3319,NA,0.1153,295.2946604433333,290.935607910156,20041916,1.99785791688626,GRA
IT-MBo,2007-08-11,1.0015789981697318,FALSE,cNA,0.0689,NA,0.0381,0.0723,NA,0.2479,0.1111,296.20666300333335,291.602447509766,18342070,0,GRA
IT-MBo,2007-08-12,0.9945342828828064,FALSE,cNA,0.059660000000000005,0.306,0.03362,0.0725,0.31748666666666664,NA,NA,NA,291.182525634766,16541118,2.03122196604525,GRA
IT-MBo,2007-08-13,0.986131484459228,FALSE,cNA,0.06282,0.3006,0.03237999999999999,0.0723,NA,0.2383,0.12024666666666665,292.55799458666667,291.225250244141,13627058,3.13309343302678,GRA
IT-MBo,2007-08-14,0.983902787776286,FALSE,cNA,0.06348000000000001,0.2999,0.03216,0.072,NA,NA,0.12102,292.31132812333334,291.511779785156,14712616,4.82693320262329,GRA
IT-MBo,2007-08-15,0.9810262141802376,FALSE,cNA,0.059739999999999994,0.288,0.03308,0.0711,0.3061533333333334,0.2306,0.11669333333333332,295.37998964999997,293.269256591797,21535716,7.66217903246173,GRA
IT-MBo,2007-08-16,0.9735934698858372,FALSE,cNA,0.0688,0.2875,0.037419999999999995,0.0708,0.30812666666666666,0.2295,NA,NA,293.246124267578,18942738,0.414227432478514,GRA
IT-MBo,2007-08-17,1.0007002067417738,FALSE,cNA,0.062060000000000004,0.3053,NA,0.0721,NA,0.2308,0.10591333333333332,NA,291.444641113281,16204144,0,GRA
IT-MBo,2007-08-18,1.0056972223484566,FALSE,cNA,0.065,NA,0.0394,0.0704,0.3121,NA,0.1005,NA,290.690185546875,15034226,2.67289294630317,GRA
IT-MBo,2007-08-19,0.9950392181721828,FALSE,cNA,NA,0.3101,0.0392,0.0702,0.3228,0.2288,NA,294.01932576,290.909454345703,16857012,0,GRA
IT-MBo,2007-08-20,0.98413331581798,FALSE,cNA,NA,0.3136,0.030419999999999996,0.069,0.3078,0.2211,0.09658666666666665,285.57866211,287.784149169922,8848336,0,GRA
IT-MBo,2007-08-21,0.9915738603876753,FALSE,cNA,0.05329999999999999,0.3307,0.028720000000000002,NA,NA,NA,0.08840666666666666,NA,285.934204101562,7063712,0,GRA
IT-MBo,2007-08-22,0.9750289096418692,FALSE,cNA,0.05666,NA,0.03182,NA,0.32414666666666664,NA,0.09029333333333332,289.5293273933333,287.574432373047,16265788,0,GRA
IT-MBo,2007-08-23,0.9812843050441944,FALSE,cNA,0.05686,0.3292,0.03176,0.0678,0.3277133333333333,0.2195,0.0933,NA,288.862091064453,14458396,1.63961549175,GRA
IT-MBo,2007-08-24,0.9798977468329362,FALSE,cNA,NA,NA,0.0306,0.0653,0.3345666666666667,0.219,0.09122666666666665,NA,289.210357666016,15396766,4.47577386895234,GRA
IT-MBo,2007-08-25,0.9865960523481592,FALSE,cNA,0.053380000000000004,NA,0.030220000000000004,0.0633,NA,0.2237,0.08718666666666666,295.1259928466667,293.622741699219,21196170,5.80679644051075,GRA
IT-MBo,2007-08-26,0.9816594939213944,FALSE,cNA,NA,0.3229,0.02196,0.0624,NA,0.2174,0.08911333333333334,NA,294.29833984375,18456344,8.61015993426066,GRA
IT-MBo,2007-08-27,0.9850412895311146,FALSE,cNA,0.05118,NA,0.03202000000000001,0.0676,0.3463733333333333,0.2411,NA,292.91265868,293.238983154297,16200472,9.8903255411564,GRA
IT-MBo,2007-08-28,0.9863476711812026,FALSE,cNA,0.03985999999999999,0.3494,0.023960000000000002,0.0605,0.3691,0.2296,NA,292.79798990333336,292.992889404297,16340534,7.28691501103841,GRA
IT-MBo,2007-08-29,0.9963691891262398,FALSE,cNA,NA,0.348,0.02496,0.0601,0.3678,NA,0.08019333333333334,NA,290.313629150391,7719568,0,GRA
IT-MBo,2007-08-30,0.9986908414475067,FALSE,cNA,NA,0.3466,0.025379999999999996,0.0597,0.3666,0.2276,0.08138,287.66399128999996,289.707733154297,9644650,0,GRA
IT-MBo,2007-08-31,0.9873713351698604,FALSE,cNA,NA,0.3753,0.0315,0.0743,NA,0.2302,0.0999,NA,288.958129882812,11919768,1.90061573290294,GRA
IT-MBo,2007-09-01,0.9908488264387524,FALSE,cNA,0.0602,NA,0.0309,0.0717,0.3581,0.2329,0.1025,294.3886586533333,289.830841064453,17246086,0,GRA
IT-MBo,2007-09-02,0.9846525103858637,FALSE,cNA,0.0586,0.3611,0.0299,0.0711,0.3592,0.2289,0.1016,NA,288.979675292969,15097212,1.61469009370373,GRA
IT-MBo,2007-09-03,0.979928683913244,FALSE,cNA,0.0586,NA,NA,0.0715,0.3763,0.2276,0.1034,292.91999814999997,288.697235107422,13177752,0,GRA
IT-MBo,2007-09-04,0.9572124334338444,FALSE,cNA,0.0598,0.353,0.0314,0.0717,0.3579,0.2438,NA,285.32998655,286.5546875,18478890,0,GRA
IT-MBo,2007-09-06,0.9810416199322164,FALSE,cNA,0.0592,0.3486,0.0314,NA,0.3508,NA,0.0991,286.9539947366667,285.271484375,13273494,0,GRA
IT-MBo,2007-09-07,1.0107178618157049,FALSE,cNA,0.0582,NA,0.031,0.07,0.3495,NA,0.0977,289.73399657333334,289.115295410156,20935870,0,GRA
IT-MBo,2007-09-08,0.9952734157622786,FALSE,cNA,0.0577,0.3451,0.0311,0.0686,0.3405,0.2217,0.096,291.1799927,288.942443847656,19166776,0,GRA
IT-MBo,2007-09-09,1.0000850976457865,FALSE,cNA,0.0575,0.3452,0.0309,0.068,0.3391,0.2202,0.0951,291.77999875,288.961883544922,17836614,0,GRA
IT-MBo,2007-09-10,0.9970044606102924,FALSE,cNA,NA,0.3437,0.0316,0.0682,0.3307,0.2154,0.0943,292.29998775,288.459289550781,15234162,0,GRA
IT-MBo,2007-09-11,1.0042314920628936,FALSE,cNA,0.0575,0.3426,NA,0.0679,0.3296,0.2139,0.0937,291.7599945,289.257659912109,19829666,0,GRA
IT-MBo,2007-09-12,1.004762308788892,FALSE,cNA,0.0554,0.345,NA,0.0663,0.3374,0.2149,NA,292.2499847,288.350311279297,15277454,1.76284694069361,GRA
IT-MBo,2007-09-13,1.0036592933052972,FALSE,cNA,0.0543,0.3434,0.0322,0.0652,0.3363,0.2131,0.0892,NA,288.002868652344,11924182,3.57354083479454,GRA
IT-MBo,2007-09-14,1.0030067545314745,FALSE,cNA,0.0546,0.3438,NA,0.0652,0.3363,0.2151,0.0898,NA,288.504119873047,15453908,4.54946746455873,GRA
IT-MBo,2007-09-15,1.008103757511865,FALSE,cNA,0.0545,0.3453,0.0318,0.0652,NA,0.2158,0.0902,295.22000119999996,290.030242919922,16764206,3.33942529573769,GRA
IT-MBo,2007-09-16,0.9968417439689596,FALSE,cNA,NA,0.3434,0.0314,0.0648,0.3394,0.2153,0.0899,290.86999409666663,289.998077392578,12692634,5.14114597993727,GRA
IT-MBo,2007-09-17,0.9933568822271804,FALSE,cNA,0.0538,0.3472,NA,0.0644,0.3387,0.2121,0.0895,NA,288.367584228516,7198810,4.72871523954094,GRA
IT-MBo,2007-09-18,0.9926978968636238,FALSE,cNA,0.0535,0.3456,0.0309,0.064,NA,NA,NA,289.5146616533333,286.949005126953,9644746,0,GRA
IT-MBo,2007-09-19,0.9577438705099762,FALSE,cNA,0.0533,NA,0.0307,0.0637,NA,0.21,0.0884,289.6399994,284.882171630859,17107380,1.1347558950383,GRA
IT-MBo,2007-09-20,0.9655177438125816,FALSE,cNA,0.0504,NA,0.0297,0.0613,NA,NA,NA,288.4673258533333,284.940643310547,10238992,2.94630809600125,GRA
IT-MBo,2007-09-21,0.984044994263986,FALSE,cNA,0.0511,0.3397,0.0305,0.0622,0.3226,NA,NA,292.4899902,286.318603515625,17423114,4.75700199010218,GRA
IT-MBo,2007-09-22,0.9977690895574294,FALSE,cNA,0.0514,NA,0.0307,0.0622,0.3238,0.2006,0.084,294.0099945,287.779296875,17083568,6.56855419106514,GRA
IT-MBo,2007-09-23,1.0014486115149854,FALSE,cNA,0.0519,NA,0.0303,0.0619,0.3231,0.2022,0.085,NA,288.526641845703,16574575,8.36606497253785,GRA
IT-MBo,2007-09-24,1.000808970973186,FALSE,cNA,0.0522,0.344,NA,0.0631,0.3367,0.2062,0.0872,293.019989,288.299652099609,15808312,9.40083518191099,GRA
IT-MBo,2007-09-25,0.9957423260366964,FALSE,cNA,0.0513,0.3458,0.0289,0.0624,0.3448,NA,0.0876,NA,286.594177246094,12828254,0,GRA
IT-MBo,2007-09-30,0.97180310114139,FALSE,cNA,NA,NA,0.0363,0.0702,0.3448,0.2188,NA,285.38732909000004,283.563751220703,6758101.5,3.2227060679033,GRA
IT-MBo,2007-10-01,0.9737029469449712,FALSE,cNA,0.0639,0.3283,0.0367,0.071,0.3428,0.2153,0.0961,289.64732768,286.189788818359,12955467,4.25707885683642,GRA
IT-MBo,2007-10-02,0.9806304211075796,FALSE,cNA,0.0644,NA,0.0377,NA,0.3397,0.2128,0.096,NA,287.171417236328,14092582,5.21305790410958,GRA
IT-MBo,2007-10-03,0.9889676294466236,FALSE,cNA,0.0693,0.3241,0.0388,0.0741,0.3433,0.2179,0.1016,294.95999144999996,288.648345947266,15024094,6.20307461233562,GRA
IT-MBo,2007-10-04,0.9983269086958404,FALSE,cNA,0.0703,0.3244,0.0388,0.0739,0.3416,NA,0.1014,287.96999308333335,289.275085449219,10483714,4.61221241731635,GRA
IT-MBo,2007-10-05,0.9915438043851632,FALSE,cNA,NA,NA,NA,0.0736,0.3402,NA,0.1009,289.63999935000004,288.700775146484,13671186,3.9321724079848,GRA
IT-MBo,2007-10-06,1.0024359553959832,FALSE,cNA,0.0704,0.3195,0.0384,NA,NA,0.2191,0.1001,282.20266114,286.652282714844,5512199,2.95870723074249,GRA
IT-MBo,2007-10-07,0.9631601265419304,FALSE,cNA,NA,0.3178,0.0386,0.0724,0.3405,NA,0.1009,288.7999878,284.590972900391,10212582,3.98042091071453,GRA
IT-MBo,2007-10-08,0.9666351613163184,FALSE,cNA,NA,NA,0.0383,0.0722,0.3397,0.2205,0.1014,290.09999085,285.752105712891,13505855,5.01386738418243,GRA
IT-MBo,2007-10-09,0.9679203211477604,FALSE,cNA,NA,0.3165,0.038,0.0719,0.341,0.2241,0.1025,NA,284.673095703125,9432371,6.01537266213424,GRA
IT-MBo,2007-10-10,0.9803724786026894,FALSE,cNA,0.0709,NA,0.0374,0.072,NA,0.2258,0.1037,284.36599426000004,284.580902099609,5323704,7.00165193648857,GRA
IT-MBo,2007-10-11,0.9756343040940508,FALSE,cNA,0.0708,NA,NA,0.072,0.3442,0.2268,0.1039,286.87998964999997,285.431365966797,10763394,8.03219303561181,GRA
IT-MBo,2007-10-12,0.9955305096536272,FALSE,cNA,0.0724,NA,0.0381,NA,0.3414,0.2304,NA,289.1686625066667,285.662658691406,12366242,8.67110797624596,GRA
IT-MBo,2007-10-13,0.9866669248486072,FALSE,cNA,NA,0.3116,0.0378,NA,NA,0.2317,0.1051,288.33998105,285.585723876953,10479340,9.18249339517452,GRA
IT-MBo,2007-10-14,0.9755668296142715,FALSE,cNA,0.0715,NA,0.0364,0.0701,NA,0.2373,0.1087,288.3499908,282.851776123047,5134144,10.2158680160599,GRA
IT-MBo,2007-10-15,0.9823849568301538,FALSE,cNA,0.0713,0.3076,0.0363,0.0699,NA,0.2373,0.1085,288.41000365,282.597869873047,13824638,11.2502586863978,GRA
IT-MBo,2007-10-16,0.9779147757415269,FALSE,cNA,0.0725,NA,0.0367,0.0698,0.3405,0.2467,0.1116,NA,282.391265869141,13233848,12.283785087738,GRA
IT-MBo,2007-10-17,0.9760761612321934,FALSE,cNA,NA,0.3029,0.037,NA,NA,0.247,0.112,286.56999205,282.183441162109,13691272,13.1674544240527,GRA
IT-MBo,2007-10-27,0.988256692044486,FALSE,cNA,0.0754,0.2728,0.0356,NA,0.3143,0.2527,0.1172,283.3999939,283.603088378906,8202592,3.35635797778035,GRA
IT-MBo,2007-10-28,0.9932104411439976,FALSE,cNA,0.0819,0.2766,0.0369,NA,0.3203,0.2519,0.1229,282.4706614133333,282.637969970703,6531464,2.13062778305838,GRA
IT-MBo,2007-11-02,1.0087248914541596,FALSE,cNA,NA,0.2696,NA,0.0685,0.3057,0.2498,0.1263,287.5399933,281.952911376953,10110596,0.116404518488938,GRA
IT-MBo,2007-11-03,0.991089863855844,FALSE,cNA,NA,0.2724,0.0382,0.0692,0.3078,0.2488,NA,286.0399933,281.876495361328,10312740,0,GRA
IT-MBo,2007-11-04,1.0081065108408973,FALSE,cNA,0.0885,0.2718,NA,0.069,0.3065,0.2476,0.1254,283.3479949933333,283.084350585938,9246672,0,GRA
IT-MBo,2008-01-27,1.0250015791931155,FALSE,cNA,0.62268,0.5491,0.57442,0.5864,0.21089333333333332,0.0614,0.028579999999999994,275.22999575,278.099761962891,8160016,0,GRA
IT-MBo,2008-01-28,1.0145583812004355,FALSE,cNA,0.62302,0.5492,0.5748,0.5872,NA,0.0615,0.028579999999999994,278.3006591866667,280.802185058594,6637326,0,GRA
IT-MBo,2008-02-23,0.9735568807340208,FALSE,cNA,0.64612,NA,0.5858000000000001,0.644,NA,NA,NA,279.14199219,281.130249023438,12989402,2.99124554733682,GRA
IT-MBo,2008-03-01,0.9526623773944384,FALSE,cNA,0.6268800000000001,0.5971,0.57376,0.6277,0.21089333333333335,0.0566,0.029313333333333337,278.5346598366666,281.819671630859,10465540,0,GRA
IT-MBo,2008-03-02,0.9445425840212966,FALSE,cNA,0.6491200000000001,NA,0.5769200000000001,0.6272,0.21089333333333335,0.0565,0.029320000000000002,279.3799896,284.843902587891,14662244,0,GRA
IT-MBo,2008-03-31,0.9328321999606312,TRUE,cNA,0.30867999999999995,0.4397,NA,0.4209,0.1763,0.1401,0.03956,277.88865661666665,281.987182617188,17387174,0,GRA
IT-MBo,2008-04-22,0.915436155749757,TRUE,cNA,NA,32767,0.5824666666666666,32767,0.18389655172413796,32767,0.03489655172413793,281.1873270666667,281.623931884766,15874832,0,GRA
IT-MBo,2008-04-24,0.9183160447222484,TRUE,cNA,0.6416333333333333,32767,0.5824666666666666,32767,0.18389655172413796,32767,0.03489655172413793,282.20332641333334,282.538909912109,14564068,0,GRA
IT-MBo,2008-04-27,0.9348482003554478,TRUE,cNA,NA,NA,0.5824666666666666,NA,0.18389655172413796,32767,0.03489655172413793,282.03599345000003,284.012481689453,12275386,2.30882835749424,GRA
IT-MBo,2008-05-01,0.9341078905581562,TRUE,cNA,0.07378,NA,0.03952,0.069,0.2735066666666667,0.2512,0.1323933333333333,287.62466328333335,283.766967773438,17706692,0,GRA
IT-MBo,2008-05-02,0.9581705949777836,FALSE,cNA,NA,0.2405,0.03476,0.069,0.28665333333333337,0.2517,0.14478,NA,285.344177246094,23422004,1.9136188371983,GRA
IT-MBo,2008-05-03,0.9656551814725642,FALSE,cNA,0.07892000000000002,NA,0.03648,0.069,NA,NA,0.12978666666666666,289.2400055,286.413452148438,20211344,4.22311321495858,GRA
IT-MBo,2008-05-04,0.9510745807830728,FALSE,cNA,0.07664,NA,0.03864,0.069,0.2710733333333334,0.2528,0.13995333333333335,NA,285.896575927734,14677528,6.77604774672742,GRA
IT-MBo,2008-05-05,0.971377865066148,FALSE,cNA,NA,NA,0.045720000000000004,0.0963,0.32126666666666664,NA,0.14819333333333337,NA,283.685882568359,15004008,8.9200190364162,GRA
IT-MBo,2008-05-06,0.972725294385582,FALSE,cNA,NA,0.3076,0.04823999999999999,0.0963,0.3366133333333333,0.2539,NA,NA,285.217681884766,24268928,11.7721657808521,GRA
IT-MBo,2008-05-07,0.9822697794876872,FALSE,cNA,0.08802,NA,NA,0.0964,0.3212133333333333,0.2545,0.15023333333333336,288.98799337,285.249053955078,17346132,14.5829566779724,GRA
IT-MBo,2008-05-08,0.9845998487321076,FALSE,cNA,NA,NA,NA,NA,0.3196666666666666,0.2552,0.14818666666666666,292.40998845,286.118713378906,18119156,17.4361152280591,GRA
IT-MBo,2008-05-09,0.9908070929937788,FALSE,cNA,0.0915,0.3085,0.04626,0.0965,0.3371466666666667,0.2558,0.15050666666666665,294.2893290233334,285.944580078125,19062936,20.2669284454931,GRA
IT-MBo,2008-05-10,0.9749164051771396,FALSE,cNA,0.09854,0.3088,NA,0.0965,NA,NA,0.1524866666666667,NA,286.598052978516,20629912,22.927553305412,GRA
IT-MBo,2008-05-11,1.0006509393518814,FALSE,cNA,0.08720000000000001,0.309,NA,0.0966,NA,0.257,0.15222666666666665,289.00066122000004,285.442504882812,19454256,23.9251042825211,GRA
IT-MBo,2008-05-12,1.0036019012853403,FALSE,cNA,0.09784,0.3093,0.048240000000000005,0.0967,0.3366133333333333,0.2576,0.15232,NA,285.896331787109,20866812,26.3104135856484,GRA
IT-MBo,2008-05-13,1.016406168453578,FALSE,cNA,0.09586,0.3096,0.04823999999999999,0.0967,0.33685333333333334,NA,0.15267333333333336,294.1659952866666,286.947692871094,23717340,28.9561055029906,GRA
IT-MBo,2008-05-14,1.0025309496870043,FALSE,cNA,0.09854,0.3099,NA,0.0968,0.33619333333333334,0.2587,NA,293.87132772,287.214691162109,22084420,31.1049682734642,GRA
IT-MBo,2008-05-15,0.9914580751734698,FALSE,cNA,0.6416333333333333,32767,0.5824666666666666,32767,0.18389655172413796,NA,0.03489655172413793,285.65132954999996,286.958404541016,19026292,30.9961726424337,GRA
IT-MBo,2008-05-16,0.994809650479454,FALSE,cNA,0.6416333333333333,32767,0.5824666666666666,32767,0.18389655172413796,32767,NA,284.7926584866667,286.76708984375,18579914,30.6299890212712,GRA
IT-MBo,2008-05-23,0.977397990376662,FALSE,cNA,0.052055555555555556,0.4025,0.02971111111111112,0.0736,0.35575172413793105,NA,0.09241724137931034,287.8406606,286.056213378906,17308220,0,GRA
IT-MBo,2008-05-24,0.9775479200522312,FALSE,cNA,NA,0.4028,NA,0.0736,NA,32767,NA,286.15732829,286.981719970703,17318792,0,GRA
IT-MBo,2008-05-25,0.9853219562918965,FALSE,cNA,0.05491111111111112,0.4031,0.03368888888888889,0.0736,0.35491724137931036,32767,0.09574137931034485,287.34266052333334,288.189605712891,18706928,1.9206844905336,GRA
IT-MBo,2008-05-27,0.9889234424239204,FALSE,cNA,0.050199999999999995,0.4079,0.028844444444444443,0.0694,0.3546137931034483,NA,0.09007586206896549,297.61999515,292.804718017578,26814688,7.62360941941293,GRA
IT-MBo,2008-05-28,1.0017642774454214,FALSE,cNA,0.0499,0.4083,NA,0.0693,0.36085172413793093,32767,0.10025517241379307,294.21399333000005,292.012969970703,25420988,10.4493254738353,GRA
IT-MBo,2008-05-29,0.9903910948617772,FALSE,cNA,0.049666666666666665,0.4088,0.02928888888888889,0.0691,0.3576206896551724,32767,NA,289.51399333,291.936004638672,19559372,13.2631914089221,GRA
IT-MBo,2008-05-30,0.9630306806805708,FALSE,cNA,0.04654444444444445,0.4092,0.02792222222222222,0.0689,0.3462413793103449,NA,0.0881655172413793,283.4713256866666,288.642364501953,16982268,14.4937209935591,GRA
IT-MBo,2008-05-31,0.983390388860292,FALSE,cNA,0.04853333333333334,0.4097,0.031322222222222224,0.0687,NA,32767,0.09319655172413795,289.3199941,288.792236328125,20518588,11.134669414596,GRA
IT-MBo,2008-06-01,0.97888058541548,FALSE,cNA,0.05236666666666666,0.4101,0.0318,0.0686,0.3643586206896552,32767,NA,NA,290.621246337891,26237424,12.1385141878779,GRA
IT-MBo,2008-06-02,0.9827865393673676,FALSE,cNA,0.05207777777777778,NA,0.03055555555555555,0.0684,0.36248620689655164,32767,0.09600344827586203,NA,289.4345703125,18701076,4.72510278468811,GRA
IT-MBo,2008-06-03,0.9954965515556942,FALSE,cNA,NA,0.411,NA,NA,0.368548275862069,32767,NA,292.39599303666665,289.627166748047,20519466,0,GRA
IT-MBo,2008-06-04,0.9863987029998668,FALSE,cNA,0.04613333333333333,0.4111,0.029577777777777776,NA,0.3555,NA,NA,284.61865946666666,288.292388916016,12634364,0,GRA
IT-MBo,2008-06-05,0.9809873380673456,FALSE,cNA,NA,NA,NA,32767,NA,32767,0.03489655172413793,282.66266071333337,287.197845458984,6527752,0,GRA
IT-MBo,2008-06-06,0.9755146803334008,FALSE,cNA,0.6416333333333333,32767,0.5824666666666666,32767,0.18389655172413796,NA,NA,283.69332477999995,287.038238525391,10871152,0,GRA
IT-MBo,2008-06-07,0.9718084044814984,FALSE,cNA,0.6416333333333333,32767,0.5824666666666666,32767,0.18389655172413796,NA,NA,284.63265787999995,288.251220703125,15391500,0,GRA
IT-MBo,2008-06-08,0.9780810667216808,FALSE,cNA,0.6416333333333333,32767,0.5824666666666666,NA,0.18389655172413796,32767,0.03489655172413793,NA,289.459808349609,19097640,0,GRA
IT-MBo,2008-06-09,0.9776207122746612,FALSE,cNA,NA,32767,NA,32767,NA,32767,0.03489655172413793,289.7486562133334,290.099975585938,20601348,2.91530403110814,GRA
IT-MBo,2008-06-10,0.9790211416985282,FALSE,cNA,0.6416333333333333,32767,0.5824666666666666,32767,NA,32767,0.03489655172413793,NA,289.819305419922,19687860,2.71124065458143,GRA
IT-MBo,2008-06-11,0.9834843273848388,FALSE,cNA,NA,0.4615,0.02114,0.0605,0.37539333333333336,0.2336,0.07258,289.7673268633333,289.215057373047,18120044,0,GRA
IT-MBo,2008-06-12,0.965086588009022,FALSE,cNA,0.039400000000000004,NA,0.0309,0.0625,0.36967999999999995,0.2337,0.07184666666666667,NA,288.187469482422,20362584,0,GRA
IT-MBo,2008-06-13,0.939292868744749,FALSE,cNA,0.03898,0.4779,0.026339999999999995,0.0625,NA,NA,0.07307333333333334,286.7906595933333,286.732086181641,16584626,0,GRA
IT-MBo,2008-06-15,0.9827490760225448,FALSE,cNA,0.03748,NA,0.020120000000000002,0.061,0.37816666666666665,0.215,0.07087333333333333,285.49599304000003,284.109924316406,12584164,3.01557323965543,GRA
IT-MBo,2008-06-16,0.9874227668793892,FALSE,cNA,NA,0.4833,NA,0.0615,0.37894666666666665,0.2157,0.07017999999999999,286.8739959733333,284.235382080078,9125912,1.8268178483749,GRA
IT-MBo,2008-06-17,1.0019965904199373,FALSE,cNA,0.03418,0.4833,0.02054,NA,NA,0.2158,0.07270666666666667,287.73799337,287.323089599609,17064604,0,GRA
IT-MBo,2008-06-18,0.9934127000643226,FALSE,cNA,NA,0.4911,0.0231,0.0654,0.42218000000000006,0.2206,NA,293.70665995666667,288.986419677734,21161756,0.445858219523549,GRA
IT-MBo,2008-06-19,0.9848496908774136,FALSE,cNA,0.0392,NA,0.0236,0.064,NA,0.2131,NA,293.33932699,291.356506347656,21430472,3.56059031165504,GRA
IT-MBo,2008-07-12,0.9923518130614905,FALSE,cNA,0.03948,NA,0.02246,0.0676,NA,NA,NA,NA,291.032806396484,17354590,0,GRA
IT-MBo,2008-07-13,0.9994550664290044,FALSE,cNA,0.040139999999999995,NA,0.023479999999999997,0.0676,0.36704666666666663,NA,0.07673333333333333,NA,289.459197998047,14439078,0,GRA
IT-MBo,2008-07-14,1.0057014084631049,FALSE,cNA,NA,0.4534,0.028099999999999997,0.0676,0.3686066666666667,0.2016,0.07396,NA,289.075286865234,15089444,0,GRA
IT-MBo,2008-07-15,0.9984323501470784,FALSE,cNA,NA,0.4529,0.02246,NA,0.3653066666666666,0.2015,0.07622666666666666,294.519989,291.177337646484,28355590,3.31758666642056,GRA
IT-MBo,2008-07-19,0.985248032682984,FALSE,cNA,0.0616,0.3947,NA,0.0771,0.3847,0.2207,0.1033,NA,291.184906005859,18861850,2.54340021263854,GRA
